signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,nonlinear_0,nonlinear_1,nonlinear_2,nonlinear_3,nonlinear_4,num_peaks,ox_peak_current,ox_peak_voltage,peak_width,peak_prominence,peak_area,peak_symmetry,max_gradient,min_gradient,mean_gradient,gradient_std,max_curvature,mean_curvature,diffusion_asymmetry,tafel_slope,tafel_intercept,reaction_activity,kinetic_energy,signal_entropy,equilibrium_potential,potential_range,current_range,baseline_drift,electrochemical_stability,mean_current,std_current,max_current,min_current,rms_current,skewness,kurtosis,label
0.10703649,0.21720585,0.9014576,-0.07401781,159.0,0.11852963,4.6018384e-05,0.021763027,53.486664,298.0,2.8475237,2.316976,4.3208923,1.3463899,0.80313975,13.0,0.9014576,0.19438878,53.04509,0.96967006,0.24177474,0.7561644,0.05851422,-0.059818193,4.6018384e-05,0.021763027,0.058164198,8.68252e-05,1.016129,0.19711885,-3.2205517,0.12056819,29.317596,5.261957,-0.47094187,2.0,0.97547543,-0.0060610245,4.6039276,0.10703649,0.21720585,0.9014576,-0.07401781,0.24214704,2.316976,4.3208923,dopamine
0.110312395,0.18038568,0.7313806,-0.083959386,167.0,0.12336985,4.4894354e-05,0.02334672,55.167526,262.0,3.1717684,1.8108702,2.2933292,1.1867827,0.81661063,17.0,0.7313806,0.0501002,60.27088,0.8139934,0.24359447,1.1841199,0.07489642,-0.07220027,4.4894354e-05,0.02334672,0.053157408,-6.3496635e-05,0.984127,-0.46402916,-3.0776093,0.122226015,22.353909,5.4774384,0.51102203,2.0,0.81534,0.0046220114,5.5436773,0.110312395,0.18038568,0.7313806,-0.083959386,0.21144223,1.8108702,2.2933292,ascorbic_acid
0.11172234,0.1772872,0.7007014,-0.088011205,167.0,0.12665617,4.2055803e-05,0.021432586,55.875916,259.0,3.1579483,1.8696866,2.5241845,1.2334287,0.8963652,17.0,0.7007014,0.03807615,66.70939,0.7670342,0.24152595,1.0817724,0.07593484,-0.06498018,4.2055803e-05,0.021432586,0.052750513,-0.00018223078,0.87265915,-0.5160323,-3.0089655,0.120986916,21.956318,5.4840255,0.8116233,2.0,0.7887126,-0.009747123,5.6405644,0.11172234,0.1772872,0.7007014,-0.088011205,0.20955342,1.8696866,2.5241845,ascorbic_acid
0.15006296,0.26370308,1.0223601,-0.07478202,163.0,0.17024854,-6.841915e-05,0.024016876,75.01782,318.0,2.9964368,2.087335,3.25509,1.376189,0.8591627,9.0,1.0223601,0.2745491,59.14713,1.096718,0.32072687,1.0168971,0.07338239,-0.08458615,-6.841915e-05,0.024016876,0.055010155,0.00019976824,0.9920319,0.17482026,-2.9730794,0.16003236,46.029102,5.3239417,-0.1743487,2.0,1.0971421,-0.015088175,3.7921438,0.15006296,0.26370308,1.0223601,-0.07478202,0.30341095,2.087335,3.25509,glucose
0.11173791,0.1780946,0.6851584,-0.081614904,162.0,0.11928135,7.672389e-06,0.021657094,55.867172,264.0,3.2108145,1.838653,2.4053595,1.208682,0.73831254,11.0,0.6851584,0.05811623,58.65821,0.7320162,0.24458387,1.2787889,0.05834696,-0.06295855,7.672389e-06,0.021657094,0.06624789,1.4109697e-06,1.0833334,-0.49934193,-3.0082157,0.12214668,22.101522,5.4931498,0.3747495,2.0,0.7667733,0.010000827,5.614993,0.11173791,0.1780946,0.6851584,-0.081614904,0.2102452,1.838653,2.4053595,ascorbic_acid
0.118610874,0.20489031,0.82005167,-0.07972387,167.0,0.14386746,-8.9127825e-05,0.022618486,59.345104,363.0,3.1179497,1.8417524,2.4630182,1.2440906,0.7753216,14.0,0.82005167,0.45490983,58.77206,0.8840004,0.26820406,0.6356529,0.0630863,-0.071119055,-8.9127825e-05,0.022618486,0.05441467,-0.00014772161,1.0408163,0.95869875,-3.0484064,0.13339636,28.02429,5.420932,-0.27855712,2.0,0.89977556,0.009982564,4.88066,0.118610874,0.20489031,0.82005167,-0.07972387,0.23674582,1.8417524,2.4630182,uric_acid
0.1115006,0.18120731,0.69662815,-0.07911766,157.0,0.13992332,0.00018725688,0.02408999,55.737247,254.0,3.2291486,1.843111,2.3945997,1.1757725,0.7629562,14.0,0.69662815,0.018036073,62.776398,0.7711139,0.24604976,0.8806927,0.10041215,-0.06366,0.00018725688,0.02408999,0.06419245,-0.00021960835,1.0242915,-0.41625613,-3.0250564,0.122845635,22.63424,5.4835877,0.7034068,2.0,0.7757458,0.02313955,5.5185404,0.1115006,0.18120731,0.69662815,-0.07911766,0.2127639,1.843111,2.3945997,ascorbic_acid
0.10735067,0.21452633,0.9100358,-0.080807075,159.0,0.13043334,-0.00012811815,0.022902185,53.71426,302.0,2.8447742,2.300761,4.284934,1.3015702,0.731165,12.0,0.9100358,0.21042085,52.0809,0.98439234,0.24138668,0.92875606,0.06302739,-0.078503154,-0.00012811815,0.022902185,0.053526007,-0.000112829955,1.0920502,0.23084952,-3.2559514,0.119934775,28.772856,5.2623777,-0.63927853,2.0,0.9908429,-0.007250164,4.6614323,0.10735067,0.21452633,0.9100358,-0.080807075,0.23988688,2.300761,4.284934,dopamine
0.1478809,0.26262686,1.0274925,-0.07694278,157.0,0.16596228,4.879671e-05,0.023412542,73.9275,311.0,2.9452639,2.0901477,3.2415442,1.3835976,0.79935354,14.0,1.0274925,0.24649298,58.605988,1.094726,0.31636032,0.7536836,0.07602535,-0.070380144,4.879671e-05,0.023412542,0.07825087,0.00025445857,0.97628456,0.24307813,-2.9862757,0.15793051,45.42081,5.3127875,0.9799599,2.0,1.1044353,0.004804046,3.8076835,0.1478809,0.26262686,1.0274925,-0.07694278,0.30139944,2.0901477,3.2415442,glucose
0.12041931,0.20239086,0.8237797,-0.08177264,169.0,0.14189042,-0.00017616716,0.021050228,60.171528,365.0,3.0563822,1.8785045,2.6574295,1.2758362,0.825804,14.0,0.8237797,0.46292585,57.074905,0.8921155,0.26350227,0.67621404,0.06730755,-0.06550576,-0.00017616716,0.021050228,0.050469514,5.7175555e-05,0.953125,1.1114283,-3.129306,0.13193356,27.731436,5.40184,0.743487,2.0,0.9055524,-0.0016645896,4.940934,0.12041931,0.20239086,0.8237797,-0.08177264,0.23550557,1.8785045,2.6574295,uric_acid
0.10629573,0.21402006,0.8882749,-0.077343255,165.0,0.12267791,-9.250577e-05,0.023169247,53.14631,294.0,2.8634589,2.328886,4.421735,1.3126268,0.7592099,15.0,0.8882749,0.1783567,50.699566,0.9587656,0.23909485,0.6498271,0.088663824,-0.075209714,-9.250577e-05,0.023169247,0.06184576,-5.5702058e-05,1.016129,-0.011768232,-3.2434247,0.11930644,28.551682,5.267237,-0.098196395,2.0,0.9656182,0.0011786055,4.672459,0.10629573,0.21402006,0.8882749,-0.077343255,0.2389631,2.328886,4.421735,dopamine
0.10681213,0.21370031,0.8904545,-0.07687874,161.0,0.12469695,6.257454e-05,0.021665659,53.393085,299.0,2.8462226,2.3385212,4.4816236,1.3328285,0.7506422,15.0,0.8904545,0.19839679,51.083687,0.9621902,0.23881218,0.8185732,0.06598806,-0.06841174,6.257454e-05,0.021665659,0.05123309,-4.321166e-06,0.9920319,0.010798318,-3.26206,0.118768394,28.538328,5.2547545,0.86372745,2.0,0.9673332,0.031893983,4.67945,0.10681213,0.21370031,0.8904545,-0.07687874,0.2389072,2.3385212,4.4816236,dopamine
0.10535853,0.21485867,0.8953433,-0.10655358,169.0,0.12720458,-0.00016305684,0.023901818,52.70334,297.0,2.8378422,2.3114443,4.320547,1.2873213,0.74073803,11.0,0.8953433,0.19038077,52.70886,0.9830722,0.24102736,0.73050386,0.072143555,-0.070992,-0.00016305684,0.023901818,0.07156778,-0.00015799626,1.016129,0.24481262,-3.2333941,0.11983076,28.632332,5.2742047,0.6472946,2.0,1.0018969,0.0051922407,4.6542225,0.10535853,0.21485867,0.8953433,-0.10655358,0.23930037,2.3114443,4.320547,dopamine
0.11756975,0.20367526,0.8017289,-0.082200676,171.0,0.13744354,-4.885022e-06,0.022047201,58.810345,362.0,3.0916107,1.852553,2.5616775,1.2404277,0.73381406,18.0,0.8017289,0.4509018,59.442783,0.88231236,0.2665126,0.62923455,0.076318584,-0.08324807,-4.885022e-06,0.022047201,0.061638724,-0.00012487426,1.0080321,1.0012591,-3.0717824,0.13246909,27.653128,5.417351,-0.995992,2.0,0.8839296,-0.0058510876,4.909776,0.11756975,0.20367526,0.8017289,-0.082200676,0.23517282,1.852553,2.5616775,uric_acid
0.11874087,0.19947357,0.8027581,-0.084737994,164.0,0.14965886,-3.9274113e-07,0.022769704,59.373314,365.0,3.0846386,1.8472184,2.4892619,1.2370335,0.78857905,17.0,0.8027581,0.46292585,53.83227,0.8465502,0.26223484,0.69929826,0.0835542,-0.070770234,-3.9274113e-07,0.022769704,0.060806796,-0.0002938079,0.984127,0.966188,-3.1040828,0.13090567,26.944551,5.417571,-0.5551102,2.0,0.8874961,-0.00022604575,5.013195,0.11874087,0.19947357,0.8027581,-0.084737994,0.23214026,1.8472184,2.4892619,uric_acid
0.106185436,0.21251354,0.8557986,-0.08737385,152.0,0.12201324,-3.7090973e-05,0.022949899,53.089355,296.0,2.8610904,2.320446,4.3336287,1.3098189,0.7874131,14.0,0.8557986,0.18637274,52.560806,0.94146717,0.23730688,0.69308144,0.07030947,-0.06285388,-3.7090973e-05,0.022949899,0.057896327,0.00017593306,0.96850395,0.28422076,-3.238417,0.118390776,28.218676,5.262383,-1.0,2.0,0.94317245,-0.0029873762,4.705582,0.106185436,0.21251354,0.8557986,-0.08737385,0.23756547,2.320446,4.3336287,dopamine
0.11015623,0.17944866,0.69532263,-0.11236983,172.0,0.13786164,-3.9117156e-05,0.021463944,55.095814,263.0,3.187818,1.8021877,2.2902603,1.212186,0.8017872,20.0,0.69532263,0.054108217,64.112434,0.7487403,0.24569736,1.1912665,0.05674193,-0.063769855,-3.9117156e-05,0.021463944,0.057024807,-0.00014497206,0.9607843,-0.29591897,-2.9896317,0.12268423,22.16811,5.4968863,-0.8717435,2.0,0.80769247,0.010427262,5.572624,0.11015623,0.17944866,0.69532263,-0.11236983,0.21056168,1.8021877,2.2902603,ascorbic_acid
0.11202053,0.1801681,0.6976322,-0.080536574,167.0,0.14272311,0.00016490546,0.020414416,56.027416,257.0,3.187907,1.8357975,2.3062968,1.2490386,0.8465672,15.0,0.6976322,0.03006012,67.61226,0.7613482,0.24398512,0.98035425,0.0625263,-0.060010947,0.00016490546,0.020414416,0.051170867,4.203927e-05,0.9920319,-0.50951034,-3.0312831,0.12183519,22.504572,5.4705825,0.76352704,2.0,0.77816874,-0.009533237,5.5503716,0.11202053,0.1801681,0.6976322,-0.080536574,0.21215358,1.8357975,2.3062968,ascorbic_acid
0.15103492,0.26439616,1.0365866,-0.06834371,160.0,0.1629484,1.6549679e-05,0.022399615,75.521484,309.0,2.9125643,2.0985475,3.2495213,1.398379,0.85994697,14.0,1.0365866,0.23847695,60.02802,1.10181,0.32060033,0.6899187,0.06807246,-0.057459295,1.6549679e-05,0.022399615,0.056000896,-0.00022064651,1.1186441,0.1259137,-2.93939,0.15953964,46.358437,5.3161907,-0.63126254,2.0,1.1049303,0.0019037259,3.7822032,0.15103492,0.26439616,1.0365866,-0.06834371,0.30449444,2.0985475,3.2495213,glucose
0.14779627,0.26344004,1.0320398,-0.071683295,157.0,0.16038945,-0.00015170319,0.023922231,73.873695,310.0,2.9733088,2.0909183,3.2467442,1.3659402,0.8228512,14.0,1.0320398,0.24248497,59.233288,1.0842509,0.31674647,0.7117387,0.06654189,-0.076408975,-0.00015170319,0.023922231,0.05284321,5.0270073e-06,1.0833334,0.16257748,-2.975715,0.15849258,45.622196,5.3174,-0.8036072,2.0,1.103723,-0.004453426,3.7959301,0.14779627,0.26344004,1.0320398,-0.071683295,0.30206686,2.0909183,3.2467442,glucose
0.109278195,0.21471664,0.88064176,-0.081102245,160.0,0.12824453,0.00010163797,0.023154423,54.60143,299.0,2.8372116,2.3139827,4.2977543,1.2977667,0.6734121,15.0,0.88064176,0.19839679,53.286114,0.95136404,0.2409595,0.7961009,0.06691839,-0.06609349,0.00010163797,0.023154423,0.06149074,0.00018921649,1.0408163,0.17856121,-3.199595,0.12046259,29.02248,5.268482,-0.6833667,2.0,0.96174395,-0.0069610723,4.6573005,0.109278195,0.21471664,0.88064176,-0.081102245,0.24092522,2.3139827,4.2977543,dopamine
0.11146068,0.17803067,0.69844687,-0.09827967,164.0,0.13530186,9.037394e-05,0.023100782,55.719193,264.0,3.1636593,1.8356131,2.3391774,1.1935792,0.75575,11.0,0.69844687,0.05811623,65.73252,0.7891751,0.24194118,1.2250859,0.07899855,-0.06657003,9.037394e-05,0.023100782,0.07278429,0.0002511025,0.91570884,-0.43827805,-3.072398,0.12118955,22.059202,5.47743,0.747495,2.0,0.7967265,-0.007658295,5.617009,0.11146068,0.17803067,0.69844687,-0.09827967,0.21004382,1.8356131,2.3391774,ascorbic_acid
0.12039774,0.20383829,0.81480336,-0.083055735,166.0,0.13815963,0.00017477652,0.022540774,60.19905,359.0,3.1062536,1.839314,2.5172954,1.255217,0.791479,14.0,0.81480336,0.43887776,58.473476,0.8671511,0.26840997,0.54358405,0.078628585,-0.06751241,0.00017477652,0.022540774,0.05619941,1.1761234e-05,1.1551725,1.077804,-3.1106281,0.13378027,28.022831,5.417304,-0.73947895,2.0,0.8978591,-0.014700694,4.9058495,0.12039774,0.20383829,0.81480336,-0.083055735,0.23673965,1.839314,2.5172954,uric_acid
0.10711074,0.21502009,0.9136964,-0.08086968,164.0,0.13992178,7.908843e-05,0.022405602,53.567036,295.0,2.8412633,2.3480883,4.525553,1.3118262,0.7886955,13.0,0.9136964,0.18236473,47.91037,0.9758963,0.2401771,0.6760641,0.056093577,-0.07128961,7.908843e-05,0.022405602,0.052330438,-0.00019196449,1.0661157,0.004037914,-3.2113929,0.119791225,28.853172,5.2689567,0.77955914,2.0,0.9945661,0.015049032,4.650728,0.10711074,0.21502009,0.9136964,-0.08086968,0.24022146,2.3480883,4.525553,dopamine
0.1061822,0.21478967,0.89192045,-0.08406665,158.0,0.11902155,-0.00015073856,0.023146944,53.085003,299.0,2.8222296,2.300916,4.2336817,1.3055124,0.8298943,10.0,0.89192045,0.19839679,51.458374,0.9509915,0.23671716,0.8065329,0.063506246,-0.065463774,-0.00015073856,0.023146944,0.05404699,-8.736474e-05,1.0408163,0.09040837,-3.3196588,0.1184716,28.704632,5.235571,-0.7755511,2.0,0.97598714,0.003882666,4.6557174,0.1061822,0.21478967,0.89192045,-0.08406665,0.2396023,2.300916,4.2336817,dopamine
0.14814025,0.26236847,1.0385978,-0.0828688,159.0,0.1586648,-0.0001358118,0.023976678,74.04836,315.0,2.935727,2.1003888,3.2910573,1.3616028,0.8464198,12.0,1.0385978,0.26252505,58.23532,1.0973377,0.31720492,0.90211064,0.08877216,-0.07591841,-0.0001358118,0.023976678,0.056404356,0.00013323223,1.0920502,-0.016812503,-2.9706295,0.15847401,45.391373,5.323696,-0.6633267,2.0,1.1214665,0.010981335,3.8114336,0.14814025,0.26236847,1.0385978,-0.0828688,0.30130175,2.1003888,3.2910573,glucose
0.11332021,0.17954895,0.6985416,-0.08885305,159.0,0.14402434,0.00010071546,0.022023855,56.692657,259.0,3.2003548,1.8265066,2.3095906,1.213081,0.80125165,19.0,0.6985416,0.03807615,65.12473,0.7853067,0.24669127,1.0679713,0.06555463,-0.06580732,0.00010071546,0.022023855,0.05766416,-0.00013460753,1.0661157,-0.51199436,-3.0045445,0.12337058,22.539646,5.4934807,0.8757515,2.0,0.7873946,0.015179763,5.5695114,0.11332021,0.17954895,0.6985416,-0.08885305,0.21231885,1.8265066,2.3095906,ascorbic_acid
0.10955306,0.21184419,0.8914944,-0.07161337,157.0,0.1246405,0.00019494935,0.022325521,54.74269,305.0,2.8505175,2.3326519,4.411596,1.314677,0.7903215,12.0,0.8914944,0.22244489,51.83495,0.94439197,0.2403075,1.092619,0.064086154,-0.07523783,0.00019494935,0.022325521,0.043132383,-5.0436684e-05,0.9455253,0.056375038,-3.2218876,0.119715355,28.439917,5.276677,0.8156313,2.0,0.96310776,-0.009200394,4.7204504,0.10955306,0.21184419,0.8914944,-0.07161337,0.23849493,2.3326519,4.411596,dopamine
0.10537249,0.21694724,0.9207757,-0.093782276,167.0,0.12351232,-0.0001350999,0.023905052,52.65948,299.0,2.8450477,2.3306382,4.4234433,1.2953515,0.7582451,10.0,0.9207757,0.19839679,50.237923,1.0095707,0.24024372,0.81650555,0.06980173,-0.0858605,-0.0001350999,0.023905052,0.05809468,9.019898e-05,1.016129,0.053034842,-3.2384925,0.12004793,29.084732,5.2640853,-0.09418838,2.0,1.014558,-0.0112394765,4.6094155,0.10537249,0.21694724,0.9207757,-0.093782276,0.24118347,2.3306382,4.4234433,dopamine
0.1138303,0.17945363,0.7212007,-0.08667044,161.0,0.13779393,0.00024955705,0.021634499,56.91431,257.0,3.1247962,1.8365189,2.3160183,1.2233,0.7985394,10.0,0.7212007,0.03006012,64.14528,0.78452873,0.24629307,1.011319,0.0694887,-0.055488788,0.00024955705,0.021634499,0.04888937,-5.5328404e-05,1.0,-0.5454124,-3.034654,0.12276544,22.580471,5.4784355,0.3466934,2.0,0.80787116,0.016623838,5.57247,0.1138303,0.17945363,0.7212007,-0.08667044,0.21251103,1.8365189,2.3160183,ascorbic_acid
0.10364194,0.21514498,0.85967255,-0.07583396,172.0,0.12606835,0.00013187523,0.021781156,51.860672,299.0,2.8559446,2.313247,4.294237,1.341726,0.73667544,11.0,0.85967255,0.19839679,51.966656,0.92940754,0.23649372,0.8163968,0.12033249,-0.06749118,0.00013187523,0.021781156,0.04911371,-0.00030842095,1.0080321,0.14024088,-3.2900937,0.11803283,28.514505,5.2442718,-0.18236473,2.0,0.93550646,0.02502508,4.6480284,0.10364194,0.21514498,0.85967255,-0.07583396,0.23880748,2.313247,4.294237,dopamine
0.11276854,0.17989975,0.68231773,-0.084691025,164.0,0.1213191,-2.5631141e-05,0.021376899,56.411587,267.0,3.2008646,1.8254926,2.292578,1.2341177,0.8555871,13.0,0.68231773,0.07014028,63.798645,0.7463239,0.24600458,1.3861985,0.06147613,-0.063954204,-2.5631141e-05,0.021376899,0.04887958,-0.00012312394,1.0080321,-0.47645757,-3.0051472,0.12311231,22.540333,5.4903073,-0.8316633,2.0,0.7670088,0.0036243177,5.558651,0.11276854,0.17989975,0.68231773,-0.084691025,0.21232209,1.8254926,2.292578,ascorbic_acid
0.11694845,0.2043757,0.8145636,-0.085176416,165.0,0.1381707,-0.00010626895,0.022491183,58.481396,357.0,3.0995452,1.8453583,2.4841645,1.2502255,0.8191236,15.0,0.8145636,0.4308617,56.452667,0.86938703,0.26433587,0.51699394,0.084380865,-0.073313825,-0.00010626895,0.022491183,0.056856286,-0.00015253488,0.97628456,1.0102587,-3.134367,0.13184938,27.723183,5.402236,-0.49098197,2.0,0.89974,-0.008113735,4.8929496,0.11694845,0.2043757,0.8145636,-0.085176416,0.23547052,1.8453583,2.4841645,uric_acid
0.11314994,0.17812936,0.7291042,-0.10236288,166.0,0.14038688,0.0003327975,0.021469286,56.623196,264.0,3.0879912,1.8723944,2.5046375,1.2410811,0.81814927,12.0,0.7291042,0.05811623,63.230995,0.79397357,0.2428134,1.2736197,0.12944998,-0.076986976,0.0003327975,0.021469286,0.056486037,-0.00035766896,1.0491803,-0.49972564,-3.083585,0.12123557,22.266489,5.4680915,0.6873748,2.0,0.8314671,-0.019860435,5.6138973,0.11314994,0.17812936,0.7291042,-0.10236288,0.21102838,1.8723944,2.5046375,ascorbic_acid
0.104554504,0.21542503,0.889569,-0.091514625,167.0,0.12585497,3.7667585e-05,0.022762107,52.274464,305.0,2.8469098,2.3330154,4.420815,1.3084023,0.790045,17.0,0.889569,0.22244489,51.863342,0.96391356,0.23833288,1.093436,0.07315594,-0.06286514,3.7667585e-05,0.022762107,0.04812837,3.919278e-05,0.96850395,0.06841517,-3.2353683,0.11876703,28.669794,5.25729,0.8717435,2.0,0.98108363,-0.019893354,4.641986,0.104554504,0.21542503,0.889569,-0.091514625,0.23945686,2.3330154,4.420815,dopamine
0.14724454,0.26384982,1.019713,-0.08662746,169.0,0.16496482,0.00013680609,0.022088312,73.58297,308.0,2.9555924,2.0786436,3.1959314,1.3951373,0.7826038,16.0,1.019713,0.23446894,57.964687,1.078781,0.31619474,0.6696468,0.065368585,-0.06535934,0.00013680609,0.022088312,0.06022472,0.00016793468,1.0491803,0.13460612,-2.983103,0.15846725,45.648846,5.3130813,0.6513026,2.0,1.1063404,-0.0064423676,3.7900345,0.14724454,0.26384982,1.019713,-0.08662746,0.30215508,2.0786436,3.1959314,glucose
0.1123448,0.17850266,0.68245447,-0.087699935,161.0,0.1302363,-2.4104596e-05,0.021523146,56.168045,260.0,3.1803026,1.8372505,2.3506408,1.2202779,0.8068614,11.0,0.68245447,0.04208417,63.208176,0.7269581,0.24331653,1.0530378,0.08998032,-0.062468138,-2.4104596e-05,0.021523146,0.05119227,-0.00019221193,0.9607843,-0.4349611,-3.048259,0.121692926,22.242277,5.4753585,-0.71943885,2.0,0.7701544,0.01001245,5.602157,0.1123448,0.17850266,0.68245447,-0.087699935,0.21091363,1.8372505,2.3506408,ascorbic_acid
0.11895157,0.20167696,0.7902919,-0.08952229,169.0,0.13263962,0.00015967389,0.021929698,59.474545,355.0,3.1099021,1.8428578,2.4797814,1.2585777,0.7898193,11.0,0.7902919,0.4228457,62.50346,0.8634733,0.26330942,0.48955438,0.089150526,-0.070305504,0.00015967389,0.021929698,0.066271074,0.00023851222,0.97628456,0.8832728,-3.1163583,0.13140999,27.411537,5.4042645,-0.57114226,2.0,0.8798142,0.023723628,4.958424,0.11895157,0.20167696,0.7902919,-0.08952229,0.23414327,1.8428578,2.4797814,uric_acid
0.1128681,0.18006139,0.6981268,-0.10534961,164.0,0.12711811,0.00014441289,0.022326168,56.444427,260.0,3.1754172,1.8114036,2.2768016,1.2130044,0.8119353,21.0,0.6981268,0.04208417,65.14033,0.7547487,0.24882609,1.0794948,0.08147126,-0.07382526,0.00014441289,0.022326168,0.06621368,-0.00010542941,1.1097046,-0.4472497,-3.021319,0.123472504,22.580656,5.4883213,0.8797595,2.0,0.8034764,-0.019540934,5.5536613,0.1128681,0.18006139,0.6981268,-0.10534961,0.21251191,1.8114036,2.2768016,ascorbic_acid
0.10606389,0.21446681,0.86360765,-0.08951993,154.0,0.13012767,0.00013201883,0.022004334,53.013016,301.0,2.783675,2.3358428,4.362606,1.3396258,0.7854018,17.0,0.86360765,0.20641282,52.24269,0.9289045,0.23373683,0.8851906,0.062139224,-0.0747554,0.00013201883,0.022004334,0.05037012,3.842295e-05,1.016129,0.1572492,-3.32992,0.11697071,28.622782,5.2178707,0.41482967,2.0,0.95312756,-0.0023555502,4.662726,0.10606389,0.21446681,0.86360765,-0.08951993,0.23926045,2.3358428,4.362606,dopamine
0.1511534,0.26416066,1.058737,-0.095650494,160.0,0.16782136,5.4418655e-05,0.023321765,75.609116,312.0,2.935955,2.0948856,3.2716422,1.3836577,0.83349603,12.0,1.058737,0.250501,58.227806,1.1271614,0.3216981,0.78426945,0.060428467,-0.08237239,5.4418655e-05,0.023321765,0.051687572,-5.4017066e-05,1.0576131,0.20324375,-2.9765277,0.16012892,46.314106,5.3189974,0.65531063,2.0,1.1543875,-0.0120243,3.7855747,0.1511534,0.26416066,1.058737,-0.095650494,0.30434883,2.0948856,3.2716422,glucose
0.119679116,0.20369485,0.80433065,-0.095267646,155.0,0.14163196,-0.00015480135,0.022629108,59.83906,367.0,3.0633147,1.8250622,2.4006007,1.2509915,0.78043383,15.0,0.80433065,0.47094187,58.85188,0.8613875,0.2655823,0.7505354,0.0675502,-0.06324965,-0.00015480135,0.022629108,0.060749352,-1.9896228e-05,0.96850395,1.0499711,-3.1541655,0.13237531,27.907341,5.3944535,-0.48697394,2.0,0.8995983,-0.004106041,4.909304,0.119679116,0.20369485,0.80433065,-0.095267646,0.23625131,1.8250622,2.4006007,uric_acid
0.10763631,0.21321869,0.9023207,-0.06604823,167.0,0.12919591,-0.00011423212,0.023302106,53.81853,298.0,2.8847027,2.2915347,4.2660637,1.2915045,0.7908922,11.0,0.9023207,0.19438878,50.399612,0.9658446,0.24121,0.7872687,0.06485421,-0.07998948,-0.00011423212,0.023302106,0.055448003,0.00011558969,0.953125,0.107136376,-3.2383406,0.12045585,28.523891,5.277603,0.8757515,2.0,0.9683689,0.007967295,4.69002,0.10763631,0.21321869,0.9023207,-0.06604823,0.23884678,2.2915347,4.2660637,dopamine
0.1205898,0.2019408,0.77085763,-0.0830965,171.0,0.1498318,-6.611192e-05,0.022459632,60.30547,361.0,3.140603,1.8492324,2.5196335,1.2689246,0.7975739,19.0,0.77085763,0.44689378,61.24663,0.82907945,0.26696897,0.58947414,0.06845756,-0.06460173,-6.611192e-05,0.022459632,0.059854902,-0.00017623306,1.0080321,0.99939805,-3.0465593,0.13311334,27.660995,5.42737,-0.3507014,2.0,0.85395414,-0.01747606,4.951946,0.1205898,0.2019408,0.77085763,-0.0830965,0.23520628,1.8492324,2.5196335,uric_acid
0.11220884,0.17966533,0.71024024,-0.07266493,161.0,0.13439672,1.9296818e-05,0.022000935,56.11719,264.0,3.1412096,1.8542414,2.3843129,1.2270935,0.7977754,15.0,0.71024024,0.05811623,63.7089,0.77347547,0.24428321,1.2111831,0.077429794,-0.07642771,1.9296818e-05,0.022000935,0.059431236,-0.00028226236,0.97628456,-0.44109306,-3.0496385,0.12187829,22.435226,5.475755,0.61523044,2.0,0.7829052,-0.00931857,5.565904,0.11220884,0.17966533,0.71024024,-0.07266493,0.21182647,1.8542414,2.3843129,ascorbic_acid
0.111238174,0.17760608,0.68671113,-0.11358581,162.0,0.14410771,0.00021431237,0.022050714,55.584076,258.0,3.1750004,1.8183533,2.3365927,1.1934106,0.8011263,15.0,0.68671113,0.034068137,60.37865,0.7386126,0.24198283,1.0225734,0.07555904,-0.06637218,0.00021431237,0.022050714,0.06425665,5.776425e-05,1.0491803,-0.44219357,-3.0113196,0.1219457,21.958925,5.491892,0.4749499,2.0,0.8002969,0.002876408,5.6304374,0.111238174,0.17760608,0.68671113,-0.11358581,0.20956586,1.8183533,2.3365927,ascorbic_acid
0.15065733,0.26620665,1.061051,-0.07105852,159.0,0.16995504,-5.6146604e-05,0.023411542,75.333786,318.0,2.946047,2.1037142,3.2978828,1.3650153,0.82515454,12.0,1.061051,0.2745491,58.88648,1.121498,0.3193025,1.0240844,0.06205409,-0.07632293,-5.6146604e-05,0.023411542,0.04983233,-3.653533e-05,1.0325203,0.108409934,-2.9765162,0.15980749,46.781803,5.3062687,-0.1262525,2.0,1.1321095,0.0017934843,3.75648,0.15065733,0.26620665,1.061051,-0.07105852,0.30588168,2.1037142,3.2978828,glucose
0.120798424,0.20044033,0.77449685,-0.06967354,158.0,0.14301968,0.0002518658,0.020843385,60.431164,355.0,3.1380565,1.8496286,2.51513,1.2875165,0.7831288,14.0,0.77449685,0.4228457,59.611626,0.83014584,0.26284343,0.48524404,0.07951348,-0.056697037,0.0002518658,0.020843385,0.047801048,-0.00014867273,0.97628456,0.9377695,-3.0780594,0.13221617,27.38429,5.4186378,-0.13827655,2.0,0.8441704,-0.012901418,4.9890156,0.120798424,0.20044033,0.77449685,-0.06967354,0.23402688,1.8496286,2.51513,uric_acid
